smiles,RS_as_01
Cc1c(CC(=O)N[C@@H](C)C(=O)O)c(=O)oc2c(C)c3occ(-c4ccccc4)c3cc12,1
Cc1c(CC(=O)N[C@H](C)C(=O)O)c(=O)oc2c(C)c3occ(-c4ccccc4)c3cc12,0
Cc1coc2c1c(C)cc1oc(=O)c(CC(=O)NCC(=O)N[C@H](C(=O)O)C(C)C)c(C)c12,1
Cc1coc2c1c(C)cc1oc(=O)c(CC(=O)NCC(=O)N[C@@H](C(=O)O)C(C)C)c(C)c12,0
C[C@H](NC(=O)c1nc[nH]c1C(=O)N1CCN(c2ccccc2)CC1)C(=O)OCc1ccccc1,1
C[C@@H](NC(=O)c1nc[nH]c1C(=O)N1CCN(c2ccccc2)CC1)C(=O)OCc1ccccc1,0
COc1ccc(S(=O)(=O)N[C@@H](CSCc2ccccc2)C(=O)O)cc1,0
COc1ccc(S(=O)(=O)N[C@H](CSCc2ccccc2)C(=O)O)cc1,1
O=C(O)[C@H](CSCc1ccccc1)NS(=O)(=O)c1ccc(F)cc1,0
O=C(O)[C@@H](CSCc1ccccc1)NS(=O)(=O)c1ccc(F)cc1,1
O=[S+]1([O-])c2cccc(Cl)c2OC[C@H](c2ccccc2)N1Cc1ccc(F)cc1F,1
O=[S+]1([O-])c2cccc(Cl)c2OC[C@@H](c2ccccc2)N1Cc1ccc(F)cc1F,0
C=CC1CN2CCC1C[C@H]2C(O)c1ccnc2ccc(OC)cc12,1
C=CC1CN2CCC1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12,0
CC(C)(C)OC(=O)N1CCC[C@H]1C(O)(c1ccccc1)c1ccccc1,1
CC(C)(C)OC(=O)N1CCC[C@@H]1C(O)(c1ccccc1)c1ccccc1,0
O=S(=O)(c1ccccc1)N(C[C@@H](O)CN1CCCCC1)c1ccccc1,1
O=S(=O)(c1ccccc1)N(C[C@H](O)CN1CCCCC1)c1ccccc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCc2ccc(-c3ccccc3)cc2)cc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@H](C)C(=O)NCc2ccc(-c3ccccc3)cc2)cc1,1
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCc2ccc(OC)c(OC)c2)cc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@H](C)C(=O)NCc2ccc(OC)c(OC)c2)cc1,1
CC(Cc1ccccc1)C(=O)N[C@@H](CO)Cc1ccccc1,0
CC(Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,1
COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2ccccc2)NC(=O)OCc2ccccc2)cc1,0
COC(=O)c1ccc(C(/C=C/[C@H](C)C(=O)NCc2ccccc2)NC(=O)OCc2ccccc2)cc1,1
CC(C)C[C@H](NC(=O)NCc1ccc(Cl)cc1)C(=O)O,1
CC(C)C[C@@H](NC(=O)NCc1ccc(Cl)cc1)C(=O)O,0
COC(=O)C1=C(C)N(Cc2ccccc2)C(NCCCCO)=N[C@H]1c1ccccc1,1
COC(=O)C1=C(C)N(Cc2ccccc2)C(NCCCCO)=N[C@@H]1c1ccccc1,0
O=C(COC(=O)[C@@H]1CC(O)CN1S(=O)(=O)c1ccc2c(c1)OCCO2)NCc1ccc(F)cc1,1
O=C(COC(=O)[C@H]1CC(O)CN1S(=O)(=O)c1ccc2c(c1)OCCO2)NCc1ccc(F)cc1,0
CCN(CC)S(=O)(=O)c1ccc(C)c(NC(=O)COC(=O)[C@@H]2CCCN2C(=O)c2cccs2)c1,1
CCN(CC)S(=O)(=O)c1ccc(C)c(NC(=O)COC(=O)[C@H]2CCCN2C(=O)c2cccs2)c1,0
COC(=O)[C@@H](NC(=O)NC(C)CCc1ccccc1)C(C)C,1
COC(=O)[C@H](NC(=O)NC(C)CCc1ccccc1)C(C)C,0
CC(=O)Nc1ccc(S(=O)(=O)N2CCc3nc(COc4ccccc4)c4c(c3C2)CO[C@@H](C)C4)cc1,1
CC(=O)Nc1ccc(S(=O)(=O)N2CCc3nc(COc4ccccc4)c4c(c3C2)CO[C@H](C)C4)cc1,0
COc1ccc(-c2nc3c(c4c2C[C@H](c2ccccc2)OC4)CN(S(=O)(=O)c2ccc(NC(C)=O)cc2)CC3)c(C)c1,0
COc1ccc(-c2nc3c(c4c2C[C@@H](c2ccccc2)OC4)CN(S(=O)(=O)c2ccc(NC(C)=O)cc2)CC3)c(C)c1,1
CC(C)[C@H](NC(=O)c1ccc(Cl)c([N+](=O)[O-])c1)C(=O)NCc1ccc(F)cc1,1
CC(C)[C@@H](NC(=O)c1ccc(Cl)c([N+](=O)[O-])c1)C(=O)NCc1ccc(F)cc1,0
COC(=O)/C=C/c1ccccc1CN1[C@@H](CC(=O)OC)c2ccccc2S1(=O)=O,1
COC(=O)/C=C/c1ccccc1CN1[C@H](CC(=O)OC)c2ccccc2S1(=O)=O,0
CSCC[C@H](NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1)c1nc2ccccc2[nH]1,1
CSCC[C@@H](NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1)c1nc2ccccc2[nH]1,0
Cc1ccc(NC(=O)CCCCCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)c(C)c1,1
Cc1ccc(NC(=O)CCCCCN2C(=O)[C@H]3Cc4ccccc4CN3C2=O)c(C)c1,0
CC(CCN1CCCCc2nc(C)c(C)cc21)=NO[C@H](C)CN1CCCc2nc(C)c(C)cc21,0
CC(CCN1CCCCc2nc(C)c(C)cc21)=NO[C@@H](C)CN1CCCc2nc(C)c(C)cc21,1
COc1ccc([C@@H]2C=C(c3ccc(C)cc3)N=C3N=CNN32)cc1,1
COc1ccc([C@H]2C=C(c3ccc(C)cc3)N=C3N=CNN32)cc1,0
CCc1ccc(NC(=O)C2CCN(C(=O)[C@@H]3Cc4ccccc4CN3)CC2)cc1,1
CCc1ccc(NC(=O)C2CCN(C(=O)[C@H]3Cc4ccccc4CN3)CC2)cc1,0
O=C(c1cc(COc2ccc3ncccc3c2)on1)N1CCC[C@H]1CO,1
O=C(c1cc(COc2ccc3ncccc3c2)on1)N1CCC[C@@H]1CO,0
Cc1ccc(C(=O)N[C@H](C(=O)Nc2ccc(F)cc2)C(C)C)cc1,1
Cc1ccc(C(=O)N[C@@H](C(=O)Nc2ccc(F)cc2)C(C)C)cc1,0
CCOC(=O)c1cccc(NC(=O)[C@H](CSCc2ccccc2)N2Cc3ccccc3C2=O)c1,0
CCOC(=O)c1cccc(NC(=O)[C@@H](CSCc2ccccc2)N2Cc3ccccc3C2=O)c1,1
CCCCCCn1c([C@H](C)O)nc2ccccc21,1
CCCCCCn1c([C@@H](C)O)nc2ccccc21,0
C[C@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,1
C[C@@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0
CC(C)C[C@@H](CSc1ccccc1)N1CCN(Cc2ccccc2)CCC1=O,1
CC(C)C[C@H](CSc1ccccc1)N1CCN(Cc2ccccc2)CCC1=O,0
[N-]=[N+]=NC[C@H](Cc1ccccc1)N1CCN(Cc2ccccc2)CCC1=O,1
[N-]=[N+]=NC[C@@H](Cc1ccccc1)N1CCN(Cc2ccccc2)CCC1=O,0
N#CC[C@H](c1ccccc1)N1CCN(Cc2ccccc2)CCC1=O,0
N#CC[C@@H](c1ccccc1)N1CCN(Cc2ccccc2)CCC1=O,1
C=C1CCN([C@@H](CC(C)C)C(=O)NN2CCOCC2)S(=O)(=O)c2ccccc21,1
C=C1CCN([C@H](CC(C)C)C(=O)NN2CCOCC2)S(=O)(=O)c2ccccc21,0
C=C1CCN([C@@H](CC(C)C)C(=O)NCc2ccc(Cl)cc2)S(=O)(=O)c2ccccc21,1
C=C1CCN([C@H](CC(C)C)C(=O)NCc2ccc(Cl)cc2)S(=O)(=O)c2ccccc21,0
C=C1CCN([C@@H](Cc2ccccc2)C(=O)NCCC(C)C)S(=O)(=O)c2ccccc21,1
C=C1CCN([C@H](Cc2ccccc2)C(=O)NCCC(C)C)S(=O)(=O)c2ccccc21,0
C=C1CCN([C@@H](Cc2ccccc2)C(=O)NCc2ccc(Cl)c(Cl)c2)S(=O)(=O)c2ccccc21,1
C=C1CCN([C@H](Cc2ccccc2)C(=O)NCc2ccc(Cl)c(Cl)c2)S(=O)(=O)c2ccccc21,0
C=C1CCN([C@@H](Cc2ccccc2)C(=O)Nc2ccc(OC)cc2)S(=O)(=O)c2ccccc21,1
C=C1CCN([C@H](Cc2ccccc2)C(=O)Nc2ccc(OC)cc2)S(=O)(=O)c2ccccc21,0
C=C1CCN([C@@H](CC(C)C)C(=O)NCCCc2ccccc2)S(=O)(=O)c2ccccc21,1
C=C1CCN([C@H](CC(C)C)C(=O)NCCCc2ccccc2)S(=O)(=O)c2ccccc21,0
C=C1CCN([C@@H](CC(C)C)C(=O)NCc2ccc(Cl)c(Cl)c2)S(=O)(=O)c2ccccc21,1
C=C1CCN([C@H](CC(C)C)C(=O)NCc2ccc(Cl)c(Cl)c2)S(=O)(=O)c2ccccc21,0
C=C1CCN([C@@H](Cc2ccccc2)C(=O)NCc2ccc(Cl)cc2)S(=O)(=O)c2ccccc21,1
C=C1CCN([C@H](Cc2ccccc2)C(=O)NCc2ccc(Cl)cc2)S(=O)(=O)c2ccccc21,0
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,1
CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)OCC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,0
N[C@H](C(=O)O)c1cc(O)cc(O)c1,1
N[C@@H](C(=O)O)c1cc(O)cc(O)c1,0
CC[C@@H](Nc1ncnc2c1oc1ccccc12)C(=O)O,0
CC[C@H](Nc1ncnc2c1oc1ccccc12)C(=O)O,1
C[C@H](NC(N)=O)C(=O)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,1
C[C@@H](NC(N)=O)C(=O)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,0
CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,1
CN[C@@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0
CCN(CC)CCCNC1=N[C@@H](c2cccc(C(F)(F)F)c2)C(C(=O)OC)=C(C)N1CC,1
CCN(CC)CCCNC1=N[C@H](c2cccc(C(F)(F)F)c2)C(C(=O)OC)=C(C)N1CC,0
N#CC1=C(SCC(=O)c2ccccc2)NC2=C(C(=O)CCC2)[C@H]1c1ccco1,0
N#CC1=C(SCC(=O)c2ccccc2)NC2=C(C(=O)CCC2)[C@@H]1c1ccco1,1
Cc1ccc(NC(=O)CSC2=C(C#N)[C@H](c3ccco3)C3=C(CCCC3=O)N2)cc1,0
Cc1ccc(NC(=O)CSC2=C(C#N)[C@@H](c3ccco3)C3=C(CCCC3=O)N2)cc1,1
Cc1ccc(C(=O)CSC2=C(C#N)[C@H](c3ccco3)C3=C(CCCC3=O)N2)cc1,0
Cc1ccc(C(=O)CSC2=C(C#N)[C@@H](c3ccco3)C3=C(CCCC3=O)N2)cc1,1
Cc1cccc(NC(=O)C2CCC(CNC(=O)[C@@H]3Cc4ccccc4CN3)CC2)c1,1
Cc1cccc(NC(=O)C2CCC(CNC(=O)[C@H]3Cc4ccccc4CN3)CC2)c1,0
COc1cc(OC)cc(C(=O)N[C@H](C(=O)OCc2nnc(-c3ccccc3)o2)C(C)C)c1,1
COc1cc(OC)cc(C(=O)N[C@@H](C(=O)OCc2nnc(-c3ccccc3)o2)C(C)C)c1,0
COc1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccccc2F)cc1S(=O)(=O)N1CCCCC1,1
COc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2ccccc2F)cc1S(=O)(=O)N1CCCCC1,0
O[C@@H](COc1ccc(Cl)cc1Cl)CN1CCCC1,0
O[C@H](COc1ccc(Cl)cc1Cl)CN1CCCC1,1
Cc1cccc(NC(=O)CCCCCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)c1,1
Cc1cccc(NC(=O)CCCCCN2C(=O)[C@H]3Cc4ccccc4CN3C2=O)c1,0
COc1ncc2ncc(=O)n(C[C@H]3CCCO3)c2n1,0
COc1ncc2ncc(=O)n(C[C@@H]3CCCO3)c2n1,1
CCC(C)[C@H](NC(=O)NC1CCN(Cc2ccccc2)CC1)C(=O)OC,1
CCC(C)[C@@H](NC(=O)NC1CCN(Cc2ccccc2)CC1)C(=O)OC,0
Cc1ccccc1CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,1
Cc1ccccc1CS(=O)(=O)c1nnc([C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,0
O=C(OC[C@@H](O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1
O=C(OC[C@H](O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0
CC(C)(CS)C(=O)N1CCC[C@H]1C(=O)O,1
CC(C)(CS)C(=O)N1CCC[C@@H]1C(=O)O,0
CC(C)[C@H](NC(=O)c1ccccc1)C(=O)OCC(=O)NCC1CCCO1,1
CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)OCC(=O)NCC1CCCO1,0
CCc1nnc(NC(=O)[C@@H](NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)C(C)C)s1,1
CCc1nnc(NC(=O)[C@H](NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)C(C)C)s1,0
CCn1cc(C(=O)N[C@@H](CCSC)C(=O)NCCCN2CCOCC2)c(=O)c2cc3c(cc21)OCO3,1
CCn1cc(C(=O)N[C@H](CCSC)C(=O)NCCCN2CCOCC2)c(=O)c2cc3c(cc21)OCO3,0
COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,1
COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,0
COC(=O)[C@H](CC(C)C)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,1
COC(=O)[C@@H](CC(C)C)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,0
COC(=O)[C@H](CCSC)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,1
COC(=O)[C@@H](CCSC)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,0
COC(=O)C[C@H](NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21)C(=O)OC,1
COC(=O)C[C@@H](NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21)C(=O)OC,0
CCOC(=O)CC[C@H](NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21)C(=O)OCC,1
CCOC(=O)CC[C@@H](NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21)C(=O)OCC,0
COC(=O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,1
COC(=O)[C@@H](Cc1ccccc1)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,0
C[C@@H](C(=O)N1CCN(C(=O)OC(C)(C)C)CC1)n1cc(CCCN=C(NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)nn1,1
C[C@H](C(=O)N1CCN(C(=O)OC(C)(C)C)CC1)n1cc(CCCN=C(NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)nn1,0
O=C(CNC(=O)c1ccccc1)N[C@@H](C(=O)Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1,0
O=C(CNC(=O)c1ccccc1)N[C@H](C(=O)Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1,1
COc1ccc(C(=O)[C@@H](CN2CCCC2)c2ccccc2)cc1,0
COc1ccc(C(=O)[C@H](CN2CCCC2)c2ccccc2)cc1,1
COC(=O)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,1
COC(=O)N1CCC[C@]2(CCN(c3ncccn3)C2)C1,0
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\OC[C@@H](O)COCc1ccco1,1
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\OC[C@H](O)COCc1ccco1,0
O=C(N[C@H](C(=O)O)c1ccccc1)C1CCC(Cn2cnc3ccccc3c2=O)CC1,1
O=C(N[C@@H](C(=O)O)c1ccccc1)C1CCC(Cn2cnc3ccccc3c2=O)CC1,0
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0
N[C@@H]1C=CC=C(C(=O)O)C1,1
N[C@H]1C=CC=C(C(=O)O)C1,0
COc1ccc(C(=O)N[C@H](C(=O)Nc2ccc(OC)nc2)C(C)C)cc1,1
COc1ccc(C(=O)N[C@@H](C(=O)Nc2ccc(OC)nc2)C(C)C)cc1,0
O=C(N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(F)cc1)C1CCNCC1,1
O=C(N[C@H](Cc1ccccc1)C(=O)Nc1ccc(F)cc1)C1CCNCC1,0
CSCC[C@H](NC(=O)Nc1ccc(C)cc1C)C(=O)O,1
CSCC[C@@H](NC(=O)Nc1ccc(C)cc1C)C(=O)O,0
CC(C)C[C@H](NC(=O)N1CCn2c1nc1ccccc12)C(=O)NCCc1ccccc1,1
CC(C)C[C@@H](NC(=O)N1CCn2c1nc1ccccc12)C(=O)NCCc1ccccc1,0
C[C@H](NC(=O)c1ccco1)C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,1
C[C@@H](NC(=O)c1ccco1)C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,0
C[C@H](NC(=O)c1ccccc1Cl)C(=O)OCCOc1cccc(Cl)c1,1
C[C@@H](NC(=O)c1ccccc1Cl)C(=O)OCCOc1cccc(Cl)c1,0
COc1ccc(C(=O)N[C@H](C(=O)OCC(=O)NC(=O)c2cccn2C)C(C)C)cc1,1
COc1ccc(C(=O)N[C@@H](C(=O)OCC(=O)NC(=O)c2cccn2C)C(C)C)cc1,0
COCCCNC(=O)[C@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,0
COCCCNC(=O)[C@@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,1
COCCNC(=O)[C@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,0
COCCNC(=O)[C@@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,1
O=C(NCCCN1CCCC1=O)[C@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,0
O=C(NCCCN1CCCC1=O)[C@@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,1
O=C(NCCc1c[nH]c2ccccc12)N[C@@H](Cc1ccccc1)C(=O)O,1
O=C(NCCc1c[nH]c2ccccc12)N[C@H](Cc1ccccc1)C(=O)O,0
CC[C@H](c1ccccc1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,0
CC[C@@H](c1ccccc1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,1
CCC(=O)c1c(CC)c2n3c1CC[C@H]3CCC2,0
CCC(=O)c1c(CC)c2n3c1CC[C@@H]3CCC2,1
CC(C)NCC[C@@H](O)c1cc2ccccc2o1,0
CC(C)NCC[C@H](O)c1cc2ccccc2o1,1
O=C(CC(=O)c1ccccc1)O[C@H]1CN2CCC1CC2,0
O=C(CC(=O)c1ccccc1)O[C@@H]1CN2CCC1CC2,1
CC(C)CC(=O)C[C@H](O)C(Cl)(Cl)Cl,1
CC(C)CC(=O)C[C@@H](O)C(Cl)(Cl)Cl,0
CC(C)[C@H](NC(=O)c1ccccc1F)C(=O)Nc1ccc2c(c1)OCO2,1
CC(C)[C@@H](NC(=O)c1ccccc1F)C(=O)Nc1ccc2c(c1)OCO2,0
CC(C)[C@@H](COc1ccccc1)N1CCN(Cc2ccccc2)CCC1=O,1
CC(C)[C@H](COc1ccccc1)N1CCN(Cc2ccccc2)CCC1=O,0
CC(C)[C@H](NC(=O)c1ccccc1)C(=O)OCC(=O)NCCC1=CCCCC1,1
CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)OCC(=O)NCCC1=CCCCC1,0
C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,1
C[C@@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,0
Cc1ccc([C@H]2/C(=C(\O)c3cnn(-c4ccccc4)c3C)C(=O)C(=O)N2CCN2CCOCC2)o1,0
Cc1ccc([C@@H]2/C(=C(\O)c3cnn(-c4ccccc4)c3C)C(=O)C(=O)N2CCN2CCOCC2)o1,1
C[C@@H]1CCCCCCCCCCC1=O,0
C[C@H]1CCCCCCCCCCC1=O,1
CCC(C)[C@H](NC(=O)N1CCC(C)CC1)C(=O)OC,1
CCC(C)[C@@H](NC(=O)N1CCC(C)CC1)C(=O)OC,0
COC(=O)N[C@H](c1ccccc1)C(C(=O)OC)C(=O)OC,1
COC(=O)N[C@@H](c1ccccc1)C(C(=O)OC)C(=O)OC,0
CC[C@]1(C)CC(=O)NC1=O,0
CC[C@@]1(C)CC(=O)NC1=O,1
CCCCCCCCCCCCCCCCCC(=O)NC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OCC,1
CCCCCCCCCCCCCCCCCC(=O)NC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OCC,0
c1csc(CN2CC[C@@]3(CCCNC3)C2)n1,0
c1csc(CN2CC[C@]3(CCCNC3)C2)n1,1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,1
N[C@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,0
CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)N[C@@H](CSCc3ccccc3)C(=O)O)c12,0
CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)N[C@H](CSCc3ccccc3)C(=O)O)c12,1
Cc1c(OC(C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)ccc2c3c(c(=O)oc12)CCCC3,1
Cc1c(OC(C)C(=O)N[C@H](Cc2ccccc2)C(=O)O)ccc2c3c(c(=O)oc12)CCCC3,0
O=C(C[C@@H](C(=O)O)N1CCOCC1)c1ccccc1,1
O=C(C[C@H](C(=O)O)N1CCOCC1)c1ccccc1,0
CC(C)(C)OC(=O)NCCCC[C@@H](C(=O)NCCCCCCCCCCC(=O)N1CCN(C(=O)OC(C)(C)C)CC1)n1cc(CCCC(=O)O)nn1,1
CC(C)(C)OC(=O)NCCCC[C@H](C(=O)NCCCCCCCCCCC(=O)N1CCN(C(=O)OC(C)(C)C)CC1)n1cc(CCCC(=O)O)nn1,0
NCCCC[C@@H](C(=O)NCCCCCCCCCCC(=O)N1CCNCC1)n1cc(CCCC(=O)O)nn1,1
NCCCC[C@H](C(=O)NCCCCCCCCCCC(=O)N1CCNCC1)n1cc(CCCC(=O)O)nn1,0
O=C(CNC(=O)[C@@H]1Cc2ccccc2CN1)NC1CCCCC1,1
O=C(CNC(=O)[C@H]1Cc2ccccc2CN1)NC1CCCCC1,0
Cc1cc(OCC(=O)N[C@H](C(=O)O)c2ccccc2)c2c3c(c(=O)oc2c1)CCC3,1
Cc1cc(OCC(=O)N[C@@H](C(=O)O)c2ccccc2)c2c3c(c(=O)oc2c1)CCC3,0
CC1=NC(=O)NC(=O)/C1=C\NNC(=O)[C@H](C)NC(=O)OC(C)(C)C,1
CC1=NC(=O)NC(=O)/C1=C\NNC(=O)[C@@H](C)NC(=O)OC(C)(C)C,0
COc1ccc(/C(O)=C2\C(=O)C(=O)N(CCN3CCOCC3)[C@H]2c2cccnc2)cc1OC,1
COc1ccc(/C(O)=C2\C(=O)C(=O)N(CCN3CCOCC3)[C@@H]2c2cccnc2)cc1OC,0
CC(C)(C)OC(=O)CC[C@@H](C(=O)N1CCN(C(=O)OC(C)(C)C)CC1)n1cc(C(CO)NC(=O)OC(C)(C)C)nn1,1
CC(C)(C)OC(=O)CC[C@H](C(=O)N1CCN(C(=O)OC(C)(C)C)CC1)n1cc(C(CO)NC(=O)OC(C)(C)C)nn1,0
CCCCCCCN1CCC(=O)N([C@H](CO)CC(C)C)CC1,1
CCCCCCCN1CCC(=O)N([C@@H](CO)CC(C)C)CC1,0
O=C(Cc1ccccc1)N[C@@H](Cc1ccccc1)c1nc2ccccc2[nH]1,1
O=C(Cc1ccccc1)N[C@H](Cc1ccccc1)c1nc2ccccc2[nH]1,0
COc1ncnc2c1ncn2CCCN[C@H](C)c1cccc2ccccc12,0
COc1ncnc2c1ncn2CCCN[C@@H](C)c1cccc2ccccc12,1
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)O[C@@H]5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)O[C@H]5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,1
O=c1ccc2cc(O[C@H]3OC(CO)C(O)C(O)C3O)c(O)cc2o1,0
O=c1ccc2cc(O[C@@H]3OC(CO)C(O)C(O)C3O)c(O)cc2o1,1
CC(=O)Oc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CC(OC(C)=O)C2OC(C)=O,1
CC(=O)Oc1ccc2c(c1)CCC1C2CC[C@]2(C)C1CC(OC(C)=O)C2OC(C)=O,0
COC(=O)c1ccccc1NC(=O)N[C@@H](C)C(=O)OC,1
COC(=O)c1ccccc1NC(=O)N[C@H](C)C(=O)OC,0
CCCCCNC(=O)[C@@H]1CSC2c3ccccc3C(=O)N21,0
CCCCCNC(=O)[C@H]1CSC2c3ccccc3C(=O)N21,1
C[C@@H]1CN(S(=O)(=O)c2c(F)cccc2F)CCN1S(=O)(=O)c1ccc2c(c1)OCCO2,0
C[C@H]1CN(S(=O)(=O)c2c(F)cccc2F)CCN1S(=O)(=O)c1ccc2c(c1)OCCO2,1
CC(C)c1ccc(NC(=O)[C@@H](NC(=O)N2CC(=O)Nc3ccccc32)C(C)C)cc1,1
CC(C)c1ccc(NC(=O)[C@H](NC(=O)N2CC(=O)Nc3ccccc32)C(C)C)cc1,0
CC(=O)C1=C(C)N(Cc2ccccc2)C(=O)N[C@H]1CCc1ccccc1,1
CC(=O)C1=C(C)N(Cc2ccccc2)C(=O)N[C@@H]1CCc1ccccc1,0
CC(C)CCNC(=O)[C@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,0
CC(C)CCNC(=O)[C@@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,1
CCC(C)NC(=O)[C@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,0
CCC(C)NC(=O)[C@@H](CSCc1ccccc1)N1Cc2ccccc2C1=O,1
CCC[C@@H](O)c1cc2cc(OC)c(OC)cc2c(=O)o1,0
CCC[C@H](O)c1cc2cc(OC)c(OC)cc2c(=O)o1,1
COc1cc2cc(C[C@H](C)O)oc(=O)c2cc1OC,1
COc1cc2cc(C[C@@H](C)O)oc(=O)c2cc1OC,0
CC(C)[C@H](N)c1nnc(SCC(=O)c2ccc(Cl)cc2)o1,1
CC(C)[C@@H](N)c1nnc(SCC(=O)c2ccc(Cl)cc2)o1,0
COC(=O)C1CC1C(NC(=O)[C@H]1CCCCN1)c1ccccc1,0
COC(=O)C1CC1C(NC(=O)[C@@H]1CCCCN1)c1ccccc1,1
O=C(O)[C@@H](O)Cc1ccccn1,1
