smiles,RS_as_01
Cn1cccc1C(=O)N1CCC[C@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,0
COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CCC(=O)c1ccc(F)cc1,0
COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCC(=O)c1ccc(F)cc1,1
C=CCNC1=N[C@H](c2ccc(Br)cc2)C(C(=O)OC)=C(C)N1Cc1ccccc1,0
C=CCNC1=N[C@@H](c2ccc(Br)cc2)C(C(=O)OC)=C(C)N1Cc1ccccc1,1
CS(=O)(=O)O[C@H]1CN2CCC1CC2,0
CS(=O)(=O)O[C@@H]1CN2CCC1CC2,1
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3ccco3)C2)C1,0
O=C(Nc1cccc(F)c1)N1CC[C@]2(CCCN(C(=O)c3ccco3)C2)C1,1
COc1ccc2c(c1OC)C(=O)OC2N1C(=O)CC[C@H]1C(=O)Nc1ccc2c(c1)OCO2,1
COc1ccc2c(c1OC)C(=O)OC2N1C(=O)CC[C@@H]1C(=O)Nc1ccc2c(c1)OCO2,0
COc1ccc(Br)c2c1C[C@H](C(=O)O)CC2,0
COc1ccc(Br)c2c1C[C@@H](C(=O)O)CC2,1
CC(NC(=O)C1CCN(C(=O)[C@@H]2Cc3ccccc3CN2C(=O)OC(C)(C)C)CC1)c1ccccc1,1
CC(NC(=O)C1CCN(C(=O)[C@H]2Cc3ccccc3CN2C(=O)OC(C)(C)C)CC1)c1ccccc1,0
O=C(c1nc2ccc([N+](=O)[O-])cc2[nH]c1=O)[C@@H](O)c1ccc2c(c1)OCO2,1
O=C(c1nc2ccc([N+](=O)[O-])cc2[nH]c1=O)[C@H](O)c1ccc2c(c1)OCO2,0
CC1(C)OC(C(O)(c2ccccc2)c2ccccc2)[C@@H](C(O)(c2ccccc2)c2ccccc2)O1,1
CC1(C)OC(C(O)(c2ccccc2)c2ccccc2)[C@H](C(O)(c2ccccc2)c2ccccc2)O1,0
C/C=C\C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)C2(C)CC2)C3)c1,1
C/C=C\C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)C2(C)CC2)C3)c1,0
C/C=C\C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)CCCCC)C3)c1,1
C/C=C\C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)CCCCC)C3)c1,0
CCCCCC(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)COc2ccc(Cl)cc2)C3)c1,0
CCCCCC(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)COc2ccc(Cl)cc2)C3)c1,1
C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)C3)c1,1
C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)C3)c1,0
C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)c2ccccc2)C3)c1,0
C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)c2ccccc2)C3)c1,1
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,1
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,0
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)c1nnc(SCC(N)=O)o1,1
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)c1nnc(SCC(N)=O)o1,0
Cc1ccc(-c2nn(CCC(=O)NC[C@H]3CCCO3)c(=O)c3ccccc23)cc1,0
Cc1ccc(-c2nn(CCC(=O)NC[C@@H]3CCCO3)c(=O)c3ccccc23)cc1,1
Cc1ccc([C@@H]2C3COCC=C3C(C#N)=C(N)C2(C#N)C#N)o1,0
Cc1ccc([C@H]2C3COCC=C3C(C#N)=C(N)C2(C#N)C#N)o1,1
COc1cc2c(cc1OC)C1O[C@](c3ccsc3)(C2)OC2=C1C(=O)CC(C)(C)C2,0
COc1cc2c(cc1OC)C1O[C@@](c3ccsc3)(C2)OC2=C1C(=O)CC(C)(C)C2,1
COc1ccc(NC(=O)[C@H](C)NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1Cl,1
COc1ccc(NC(=O)[C@@H](C)NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1Cl,0
O=C(O)[C@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O,1
O=C(O)[C@@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O,0
C=CCOC(=O)[C@H](C#N)c1nc2ccccc2nc1N1CCC(C(=O)OCC)CC1,1
C=CCOC(=O)[C@@H](C#N)c1nc2ccccc2nc1N1CCC(C(=O)OCC)CC1,0
CCCCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)[C@]12C(=O)Nc1ccccc12,1
CCCCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)[C@@]12C(=O)Nc1ccccc12,0
c1ccc([C@H]2CN3C(=N2)Sc2ccccc23)cc1,1
c1ccc([C@@H]2CN3C(=N2)Sc2ccccc23)cc1,0
O=C(CNC(=O)[C@@H]1Cc2ccccc2CN1)NC1CCCC1,1
O=C(CNC(=O)[C@H]1Cc2ccccc2CN1)NC1CCCC1,0
CC(C)[C@@H](NC(=O)OC(C)(C)C)c1cc(C(=O)c2c(-c3ccccc3)[nH]c3ccccc23)c(N)s1,0
CC(C)[C@H](NC(=O)OC(C)(C)C)c1cc(C(=O)c2c(-c3ccccc3)[nH]c3ccccc23)c(N)s1,1
Cc1ccsc1[C@H]1NC(=O)c2c(sc3c2CCCC3)N1,1
Cc1ccsc1[C@@H]1NC(=O)c2c(sc3c2CCCC3)N1,0
CN1C(=O)CCS(=O)(=O)[C@@H]1c1ccc(Cl)cc1,0
CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,1
CN1C(=O)C[C@H](c2ccccc2)C1=O,0
CN1C(=O)C[C@@H](c2ccccc2)C1=O,1
COc1ccccc1OC[C@H](O)CO,0
COc1ccccc1OC[C@@H](O)CO,1
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)[C@@H](NC(=O)c3ccc(F)cc3)C(C)C)CC2)c1,1
Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)[C@H](NC(=O)c3ccc(F)cc3)C(C)C)CC2)c1,0
COc1ccccc1CNC(=O)CNC(=O)[C@@H]1Cc2ccccc2CN1,1
COc1ccccc1CNC(=O)CNC(=O)[C@H]1Cc2ccccc2CN1,0
CCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,0
CCCCCCCCCCCCCCCCOC[C@H](O)COP(=O)([O-])OCC[N+](C)(C)C,1
CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO,1
CCCCC/C=C\C[C@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO,0
CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,1
CCCCC[C@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,0
CC(C)[C@H](NC(=O)c1ccccc1F)C(=O)NNC(=O)c1cccs1,1
CC(C)[C@@H](NC(=O)c1ccccc1F)C(=O)NNC(=O)c1cccs1,0
CC(C)C[C@H]1COc2cc(NC3CC3)ccc2[S+](=O)([O-])N1,1
CC(C)C[C@@H]1COc2cc(NC3CC3)ccc2[S+](=O)([O-])N1,0
CCCc1ccc2oc(C(=O)N3CCC[C@H]3CO)c(C)c2c1,1
CCCc1ccc2oc(C(=O)N3CCC[C@@H]3CO)c(C)c2c1,0
S=C1NC[C@H](Cc2ccccc2)N1CCCCC1CCCCC1,1
S=C1NC[C@@H](Cc2ccccc2)N1CCCCC1CCCCC1,0
CCCCN1C(=S)NC[C@@H]1Cc1ccccc1,1
CCCCN1C(=S)NC[C@H]1Cc1ccccc1,0
O=C(O)C[C@H]1c2ccccc2S(=O)(=O)N1c1ccccc1,1
O=C(O)C[C@@H]1c2ccccc2S(=O)(=O)N1c1ccccc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCc2cc(C)on2)cc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@H](C)C(=O)NCc2cc(C)on2)cc1,1
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCc2cc(F)cc(F)c2)cc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@H](C)C(=O)NCc2cc(F)cc(F)c2)cc1,1
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)Nc2ccc(OC)cc2)cc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@H](C)C(=O)Nc2ccc(OC)cc2)cc1,1
O=C1CCN(Cc2ccccc2)CCN1[C@H](CSc1ccccc1)Cc1ccccc1,1
O=C1CCN(Cc2ccccc2)CCN1[C@@H](CSc1ccccc1)Cc1ccccc1,0
CNC[C@H](O)c1ccc(O)c(O)c1,0
CNC[C@@H](O)c1ccc(O)c(O)c1,1
N[C@@H](Cc1cc(CP(=O)(O)O)cc(-c2ccccc2Cl)c1)C(=O)O,1
N[C@H](Cc1cc(CP(=O)(O)O)cc(-c2ccccc2Cl)c1)C(=O)O,0
CC(C)[C@H](NC(=O)c1ccccc1)C(=O)OCC(=O)/C=C1/N(C)c2ccccc2C1(C)C,1
CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)OCC(=O)/C=C1/N(C)c2ccccc2C1(C)C,0
CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)COC(=O)[C@@H]2CCCN2C(=O)c2cccs2)c1,1
CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)COC(=O)[C@H]2CCCN2C(=O)c2cccs2)c1,0
CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0
CC(C)=CC[C@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,1
O=C(O)C[C@H]1c2cc(C(F)(F)F)ccc2S(=O)(=O)N1C1CCCCC1,1
O=C(O)C[C@@H]1c2cc(C(F)(F)F)ccc2S(=O)(=O)N1C1CCCCC1,0
O=C(O)C[C@H]1c2cc(F)ccc2S(=O)(=O)N1C1CCCC1,1
O=C(O)C[C@@H]1c2cc(F)ccc2S(=O)(=O)N1C1CCCC1,0
O=C(O)C[C@H]1c2ccccc2S(=O)(=O)N1C1CCCCC1,1
O=C(O)C[C@@H]1c2ccccc2S(=O)(=O)N1C1CCCCC1,0
CC(C)[C@H]1COCCS(=O)(=O)N1Cc1ccccc1,1
CC(C)[C@@H]1COCCS(=O)(=O)N1Cc1ccccc1,0
CCOC(=O)C[C@H]1c2cc(F)ccc2S(=O)(=O)N1c1cccc(OC)c1,1
CCOC(=O)C[C@@H]1c2cc(F)ccc2S(=O)(=O)N1c1cccc(OC)c1,0
CCCCCCCCN1[C@@H](CC(=O)O)c2cc(F)ccc2S1(=O)=O,1
CCCCCCCCN1[C@H](CC(=O)O)c2cc(F)ccc2S1(=O)=O,0
O=C(O)C[C@H]1c2ccc(C(F)(F)F)cc2S(=O)(=O)N1C1CCCCC1,1
O=C(O)C[C@@H]1c2ccc(C(F)(F)F)cc2S(=O)(=O)N1C1CCCCC1,0
COc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)OC[C@@H]2CCC[N+]3(C)CCCCC23)cc1OC,0
COc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)OC[C@H]2CCC[N+]3(C)CCCCC23)cc1OC,1
NCC[C@@H](N)CSP(=O)(O)O,0
NCC[C@H](N)CSP(=O)(O)O,1
Cc1ccccc1CN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)C(C)(C)N2C1=O,1
Cc1ccccc1CN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)C(C)(C)N2C1=O,0
C[C@H](NC(=O)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1)C(=O)N1CCCCC1,1
C[C@@H](NC(=O)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1)C(=O)N1CCCCC1,0
CCCCN1C(N)=NC[C@@H]1Cc1ccccc1,1
CCCCN1C(N)=NC[C@H]1Cc1ccccc1,0
CC(C)[C@H](NC(N)=O)C(=O)Nc1ccc(F)c(Cl)c1,1
CC(C)[C@@H](NC(N)=O)C(=O)Nc1ccc(F)c(Cl)c1,0
CC(C)[C@H](NC(=O)c1ccccc1)C(=O)OCc1nc2scc(-c3ccccc3)c2c(=O)[nH]1,1
CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)OCc1nc2scc(-c3ccccc3)c2c(=O)[nH]1,0
CCCOc1ccc(N2C(=O)C[C@@H](N(Cc3ccc(S(N)(=O)=O)cc3)C(=O)CC)C2=O)cc1,0
CCCOc1ccc(N2C(=O)C[C@H](N(Cc3ccc(S(N)(=O)=O)cc3)C(=O)CC)C2=O)cc1,1
C[C@H]1COc2cc(N(C)CCO)ccc2S(=O)(=O)N1,1
C[C@@H]1COc2cc(N(C)CCO)ccc2S(=O)(=O)N1,0
COCCNC(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2cccnc12,1
COCCNC(=O)[C@H]1CCCN1S(=O)(=O)c1cccc2cccnc12,0
CCCCNC(=O)[C@@H]1CCCN1S(=O)(=O)c1cccc2cccnc12,1
CCCCNC(=O)[C@H]1CCCN1S(=O)(=O)c1cccc2cccnc12,0
COc1cc(OC)cc(C(=O)N[C@H](C(=O)NCCc2c[nH]c3ccccc23)C(C)C)c1,1
COc1cc(OC)cc(C(=O)N[C@@H](C(=O)NCCc2c[nH]c3ccccc23)C(C)C)c1,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,1
C=CCOC(=O)N[C@H](C(C(=O)OC)=C(C)NCc1ccccc1)c1ccc2c(c1)OCO2,1
C=CCOC(=O)N[C@@H](C(C(=O)OC)=C(C)NCc1ccccc1)c1ccc2c(c1)OCO2,0
COc1ccc([C@@H]2C(C(C)=O)=C(O)C(=O)N2c2nccs2)cc1OC,0
COc1ccc([C@H]2C(C(C)=O)=C(O)C(=O)N2c2nccs2)cc1OC,1
O=C(COC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(Cl)cc1)NC1CC1,1
O=C(COC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(Cl)cc1)NC1CC1,0
C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,0
C[C@@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,1
O=C(C1=C(O)C(=O)N(CCN2CCOCC2)[C@H]1c1cccnc1)c1cc2ccccc2o1,1
O=C(C1=C(O)C(=O)N(CCN2CCOCC2)[C@@H]1c1cccnc1)c1cc2ccccc2o1,0
O=C(c1ccncc1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,1
O=C(c1ccncc1)N1CCC[C@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,0
O=C1C=C(c2ccc(CO)cc2)C[C@@H](c2ccc3c(c2)OCO3)C1,0
O=C1C=C(c2ccc(CO)cc2)C[C@H](c2ccc3c(c2)OCO3)C1,1
O=C1C=C(c2ccc(Br)c3ccccc23)C[C@@H](c2ccc3c(c2)OCO3)C1,0
O=C1C=C(c2ccc(Br)c3ccccc23)C[C@H](c2ccc3c(c2)OCO3)C1,1
O=C1C=C(c2ccccc2Oc2ccccc2)C[C@@H](c2ccc3c(c2)OCO3)C1,0
O=C1C=C(c2ccccc2Oc2ccccc2)C[C@H](c2ccc3c(c2)OCO3)C1,1
O=C1C=C(c2ccnc3cc(Cl)ccc23)C[C@@H](c2ccc3c(c2)OCO3)C1,0
O=C1C=C(c2ccnc3cc(Cl)ccc23)C[C@H](c2ccc3c(c2)OCO3)C1,1
O=C1C=C(c2ccccc2C(F)(F)F)C[C@@H](c2ccc3c(c2)OCO3)C1,0
O=C1C=C(c2ccccc2C(F)(F)F)C[C@H](c2ccc3c(c2)OCO3)C1,1
COc1ccc(F)cc1C1=CC(=O)C[C@H](c2ccc3c(c2)OCO3)C1,0
COc1ccc(F)cc1C1=CC(=O)C[C@@H](c2ccc3c(c2)OCO3)C1,1
O=C1C=C(c2cccc(OCc3ccccc3)c2)C[C@@H](c2ccc3c(c2)OCO3)C1,0
O=C1C=C(c2cccc(OCc3ccccc3)c2)C[C@H](c2ccc3c(c2)OCO3)C1,1
CCCCC/C=C\C=C\[C@H](CCCCCCCC(=O)O)OO,1
CCCCC/C=C\C=C\[C@@H](CCCCCCCC(=O)O)OO,0
Cc1cc(O)cc2c1O[C@](C)(CCC(=O)O)CC2,1
Cc1cc(O)cc2c1O[C@@](C)(CCC(=O)O)CC2,0
CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,1
CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,0
CCCCCC(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)Cc2ccc([N+](=O)[O-])cc2)C3)c1,1
CCCCCC(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)Cc2ccc([N+](=O)[O-])cc2)C3)c1,0
C/C=C\C=C/C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)Cc2ccc([N+](=O)[O-])cc2)C3)c1,0
C/C=C\C=C/C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)Cc2ccc([N+](=O)[O-])cc2)C3)c1,1
COc1ccc(S(=O)(=O)N2CCC(C(=O)N[C@@H](C)C(=O)NCc3ccc(F)cc3)CC2)cc1,1
COc1ccc(S(=O)(=O)N2CCC(C(=O)N[C@H](C)C(=O)NCc3ccc(F)cc3)CC2)cc1,0
COc1ccc([C@H]2CC(=O)C=C(c3ccc(F)cc3OCc3ccccc3)C2)cc1OC,0
COc1ccc([C@@H]2CC(=O)C=C(c3ccc(F)cc3OCc3ccccc3)C2)cc1OC,1
COc1ccc([C@H]2CC(=O)C=C(c3cccc4c3Oc3ccccc3S4)C2)cc1OC,0
COc1ccc([C@@H]2CC(=O)C=C(c3cccc4c3Oc3ccccc3S4)C2)cc1OC,1
COc1ccc([C@H]2CC(=O)C=C(c3cccc(CO)c3)C2)cc1OC,0
COc1ccc([C@@H]2CC(=O)C=C(c3cccc(CO)c3)C2)cc1OC,1
CC(C)(C)OC(=O)N1Cc2ccccc2C[C@H]1C(=O)NCC(=O)NC1CCCCC1,1
CC(C)(C)OC(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)NC1CCCCC1,0
Cc1oc2c(C)c3oc(=O)c(CCC(=O)N[C@@H](CC(C)C)C(=O)O)c(C)c3cc2c1C,1
Cc1oc2c(C)c3oc(=O)c(CCC(=O)N[C@H](CC(C)C)C(=O)O)c(C)c3cc2c1C,0
COC(=O)N[C@H](CC(C)=O)c1cccc(F)c1,0
COC(=O)N[C@@H](CC(C)=O)c1cccc(F)c1,1
COc1ccc(S(=O)(=O)N2CCC(C(=O)N[C@@H](C)C(=O)NCc3ccco3)CC2)cc1,1
COc1ccc(S(=O)(=O)N2CCC(C(=O)N[C@H](C)C(=O)NCc3ccco3)CC2)cc1,0
NC(=O)[C@@H]1CCCN1Cc1nc(-c2ccc(C(F)(F)F)cc2)no1,1
NC(=O)[C@H]1CCCN1Cc1nc(-c2ccc(C(F)(F)F)cc2)no1,0
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(=O)N([C@H](COCc2ccc(C(F)(F)F)cc2)Cc2ccccc2)CC1,1
O=C(c1ccc(C(F)(F)F)cc1)N1CCC(=O)N([C@@H](COCc2ccc(C(F)(F)F)cc2)Cc2ccccc2)CC1,0
O=C(c1cccc(Cl)c1)N1CCC(=O)N([C@H](COCc2cccc(Cl)c2)Cc2ccccc2)CC1,1
O=C(c1cccc(Cl)c1)N1CCC(=O)N([C@@H](COCc2cccc(Cl)c2)Cc2ccccc2)CC1,0
Cc1ccc(S(=O)(=O)N2CCC(=O)N([C@H](COCc3ccc(C(F)(F)F)cc3)Cc3ccccc3)CC2)cc1,1
Cc1ccc(S(=O)(=O)N2CCC(=O)N([C@@H](COCc3ccc(C(F)(F)F)cc3)Cc3ccccc3)CC2)cc1,0
N[C@H](Cn1ccc(=O)n(Cc2ccccc2C(=O)O)c1=O)C(=O)O,0
N[C@@H](Cn1ccc(=O)n(Cc2ccccc2C(=O)O)c1=O)C(=O)O,1
COc1ccc(CNC(=O)[C@H](CCSC)NC(=O)N2CCn3c2nc2ccccc23)cc1,1
COc1ccc(CNC(=O)[C@@H](CCSC)NC(=O)N2CCn3c2nc2ccccc23)cc1,0
NCCC(=O)N[C@H](Cc1cnc[nH]1)C(=O)O,0
NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,1
Cc1ccc(S(=O)(=O)N(C[C@@H](O)CN(C)C)c2ccccc2)cc1,1
Cc1ccc(S(=O)(=O)N(C[C@H](O)CN(C)C)c2ccccc2)cc1,0
COC(=O)C1CC1[C@H](NC(=O)c1cccnc1)c1ccccc1,1
COC(=O)C1CC1[C@@H](NC(=O)c1cccnc1)c1ccccc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)O)cc1,0
COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@H](C)C(=O)O)cc1,1
CCC(=O)Oc1ccc2c(c1)CCC1C2CC[C@]2(C)C(OC(=O)CC)CCC12,1
CCC(=O)Oc1ccc2c(c1)CCC1C2CC[C@@]2(C)C(OC(=O)CC)CCC12,0
COCCNC(=O)[C@H](C)/C=C/C(NC(=O)OCc1ccccc1)c1ccc(C(=O)OC)cc1,0
COCCNC(=O)[C@@H](C)/C=C/C(NC(=O)OCc1ccccc1)c1ccc(C(=O)OC)cc1,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,1
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,0
CCC(C)[C@@H](C(=O)NCC1CCC(C(=O)O)CC1)n1nnc2ccccc2c1=O,1
CCC(C)[C@H](C(=O)NCC1CCC(C(=O)O)CC1)n1nnc2ccccc2c1=O,0
CCCN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,1
CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0
CC[N+](CC)(CC)CC[C@](O)(c1ccccc1)C1CCCCC1,0
CC[N+](CC)(CC)CC[C@@](O)(c1ccccc1)C1CCCCC1,1
C[C@@H](NC(=O)c1[nH]cnc1C(=O)Nc1ccon1)c1ccccc1,0
C[C@H](NC(=O)c1[nH]cnc1C(=O)Nc1ccon1)c1ccccc1,1
CC(C)(C)OC(=O)CNC(=O)c1[nH]cnc1C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,1
CC(C)(C)OC(=O)CNC(=O)c1[nH]cnc1C(=O)N[C@H](Cc1ccccc1)C(=O)OCc1ccccc1,0
C[C@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OC(C)(C)C)C(=O)OCc1ccccc1,1
C[C@@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OC(C)(C)C)C(=O)OCc1ccccc1,0
CC(C)C[C@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,1
CC(C)C[C@@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,0
CC(C)C[C@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OCc1ccccc1)C(=O)OC(C)(C)C,1
CC(C)C[C@@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OCc1ccccc1)C(=O)OC(C)(C)C,0
C[C@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OCc1ccccc1)C(=O)OC(C)(C)C,1
C[C@@H](NC(=O)c1nc[nH]c1C(=O)NCC(=O)OCc1ccccc1)C(=O)OC(C)(C)C,0
CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)C(c3cc(OC)c(OC)c(OC)c3)N2C1=S,1
CCN1C(=O)[C@H]2Cc3c([nH]c4ccccc34)C(c3cc(OC)c(OC)c(OC)c3)N2C1=S,0
O=C(O)[C@@H]1CC(=O)n2c(nc3ccccc32)S1,1
O=C(O)[C@H]1CC(=O)n2c(nc3ccccc32)S1,0
Cc1cn(CC(=O)N[C@H](CO)Cc2c[nH]c3ccccc23)c(=O)[nH]c1=O,1
Cc1cn(CC(=O)N[C@@H](CO)Cc2c[nH]c3ccccc23)c(=O)[nH]c1=O,0
Oc1ccc([C@H]2CNCc3c2ccc(O)c3O)cc1O,0
Oc1ccc([C@@H]2CNCc3c2ccc(O)c3O)cc1O,1
O=C(COC(=O)[C@@H]1CCCN1C(=O)c1cccs1)Nc1ccc(F)cc1[N+](=O)[O-],1
O=C(COC(=O)[C@H]1CCCN1C(=O)c1cccs1)Nc1ccc(F)cc1[N+](=O)[O-],0
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC,1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COC(=O)CCCCCCCCCCCCCCCCC,0
c1ccc(-c2ccc([C@H](c3ccccc3)n3ccnc3)cc2)cc1,1
c1ccc(-c2ccc([C@@H](c3ccccc3)n3ccnc3)cc2)cc1,0
CCC(CC)c1nnc(NC(=O)[C@@H](NC(=O)c2cccc(C)c2)C(C)C)s1,1
CCC(CC)c1nnc(NC(=O)[C@H](NC(=O)c2cccc(C)c2)C(C)C)s1,0
CCC(C)[C@H](NC(=O)NCCCn1ccnc1)C(=O)OC,1
CCC(C)[C@@H](NC(=O)NCCCn1ccnc1)C(=O)OC,0
CC(C)(C)OC(=O)N1Cc2ccccc2C[C@H]1C(=O)NCC(=O)NCC1CCCO1,1
CC(C)(C)OC(=O)N1Cc2ccccc2C[C@@H]1C(=O)NCC(=O)NCC1CCCO1,0
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,1
CC(C)(C)OC(=O)N1CCC[C@@H]1C(=O)O,0
CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,1
CCc1cc(Cl)c(OC)c(C(=O)NC[C@H]2CCCN2CC)c1O,0
CCN1CC2=C(OC(N)=C(C#N)[C@H]2c2ccccc2)/C(=C/c2ccccc2)C1,1
CCN1CC2=C(OC(N)=C(C#N)[C@@H]2c2ccccc2)/C(=C/c2ccccc2)C1,0
COC(=O)[C@](NC(=O)c1ccccc1)(Nc1nc(C)cs1)C(F)(F)F,1
COC(=O)[C@@](NC(=O)c1ccccc1)(Nc1nc(C)cs1)C(F)(F)F,0
O=C1CCCC=C1[C@@H](O)CCOC(c1ccccc1)(c1ccccc1)c1ccccc1,1
